iter	Passed	Remaining
163	1658	8451
164	1667	8437
165	1676	8421
166	1686	8410
167	1695	8399
168	1705	8386
169	1715	8377
170	1725	8366
171	1740	8378
172	1750	8367
173	1761	8363
174	1771	8349
175	1781	8338
176	1791	8328
177	1801	8317
178	1810	8304
179	1821	8298
180	1830	8284
181	1840	8274
182	1849	8259
183	1859	8246
184	1869	8235
185	1878	8222
186	1888	8209
187	1897	8196
188	1908	8188
189	1919	8181
190	1928	8168
191	1938	8157
192	1948	8148
193	1958	8137
194	1968	8127
195	1978	8116
196	1989	8108
197	1998	8094
198	2008	8085
199	2019	8077
200	2029	8066
201	2039	8056
202	2049	8047
203	2058	8033
204	2068	8021
205	2077	8007
206	2087	7995
207	2096	7984
208	2107	7975
209	2118	7969
210	2128	7958
211	2138	7947
212	2147	7935
213	2157	7923
214	2166	7911
215	2177	7902
216	2187	7891
217	2196	7880
218	2206	7869
219	2216	7858
220	2226	7847
221	2235	7835
222	2245	7822
223	2255	7814
224	2265	7804
225	2274	7790
226	2284	7780
227	2294	7767
228	2303	7755
229	2313	7746
230	2323	7736
231	2333	7725
232	2343	7714
233	2353	7702
234	2362	7691
235	2372	7679
236	2382	7670
237	2391	7657
238	2401	7645
239	2410	7634
240	2421	7626
241	2430	7613
242	2440	7602
243	2449	7588
244	2458	7576
245	2467	7563
246	2477	7553
247	2487	7544
248	2497	7533
249	2507	7522
250	2517	7511
251	2526	7499
252	2535	7487
253	2545	7476
254	2554	7463
255	2564	7452
256	2573	7441
257	2583	7429
258	2593	7418
259	2602	7406
260	2611	7394
261	2621	7385
262	2631	7373
263	2640	7362
264	2650	7350
265	2660	7340
266	2669	7328
267	2679	7317
268	2688	7307
269	2698	7294
270	2707	7284
271	2717	7274
272	2728	7264
273	2738	7257
274	2748	7246
275	2758	7236
276	2768	7225
277	2778	7215
278	2788	7204
279	2797	7194
280	2806	7181
281	2816	7170
282	2825	7158
283	2835	7147
284	2844	7135
285	2854	7126
286	2864	7116
287	2874	7105
288	2883	7094
289	2892	7082
290	2902	7072
291	2912	7062
292	2923	7053
293	2933	7045
294	2943	7033
295	2952	7023
296	2962	7012
297	2972	7002
298	2983	6994
299	2993	6984
300	3004	6976
301	3013	6965
302	3023	6955
303	3034	6946
304	3043	6936
305	3053	6925
306	3063	6915
307	3073	6905
308	3083	6895
309	3093	6885
310	3103	6875
311	3113	6864
312	3123	6854
313	3133	6845
314	3142	6833
315	3152	6823
316	3162	6814
317	3172	6804
318	3182	6793
319	3192	6784
320	3204	6777
321	3218	6777
322	3233	6778
323	3245	6771
324	3256	6762
325	3266	6752
326	3275	6741
327	3285	6731
328	3296	6722
329	3306	6712
330	3316	6702
331	3325	6691
332	3335	6680
333	3344	6669
334	3354	6658
335	3364	6648
336	3374	6639
337	3384	6629
338	3394	6618
339	3403	6607
340	3413	6596
341	3423	6586
342	3432	6574
343	3441	6562
344	3450	6551
345	3460	6540
346	3470	6531
347	3480	6520
348	3490	6510
349	3500	6501
350	3510	6491
351	3521	6482
352	3531	6472
353	3540	6461
354	3550	6451
355	3560	6440
356	3569	6429
357	3579	6418
358	3588	6408
359	3598	6397
360	3608	6387
361	3617	6376
362	3627	6365
363	3636	6354
364	3647	6346
365	3658	6337
366	3668	6326
367	3677	6316
368	3687	6304
369	3696	6293
370	3706	6284
371	3715	6272
372	3725	6262
373	3735	6253
374	3746	6244
375	3756	6234
376	3766	6223
377	3776	6214
378	3787	6205
379	3796	6195
380	3806	6184
381	3816	6174
382	3826	6164
383	3837	6155
384	3846	6144
385	3856	6134
386	3867	6126
387	3877	6116
388	3887	6105
389	3897	6095
390	3907	6085
391	3917	6075
392	3926	6065
393	3936	6055
394	3946	6044
395	3957	6035
396	3967	6026
397	3977	6015
398	3986	6005
399	3997	5996
400	4008	5987
401	4017	5976
402	4027	5966
403	4037	5956
404	4047	5946
405	4057	5936
406	4066	5925
407	4077	5916
408	4087	5905
409	4096	5895
410	4107	5885
411	4117	5875
412	4127	5866
413	4137	5856
414	4146	5845
415	4156	5835
416	4166	5825
417	4175	5814
418	4185	5804
419	4196	5795
420	4207	5787
421	4218	5777
422	4229	5768
423	4239	5758
424	4250	5750
425	4260	5741
426	4270	5730
427	4280	5720
428	4290	5710
429	4300	5700
430	4309	5689
431	4319	5679
432	4328	5668
433	4338	5658
434	4348	5647
435	4358	5637
436	4368	5628
437	4378	5617
438	4388	5608
439	4398	5598
440	4408	5587
441	4417	5576
442	4426	5565
443	4435	5554
444	4445	5544
445	4454	5533
446	4463	5522
447	4474	5512
448	4483	5502
449	4494	5492
450	4503	5482
451	4512	5471
452	4522	5460
453	4531	5450
454	4541	5440
455	4551	5429
456	4561	5420
457	4571	5409
458	4581	5400
459	4590	5389
460	4600	5378
461	4609	5367
462	4619	5357
463	4628	5346
464	4637	5335
465	4647	5325
466	4656	5314
467	4666	5305
468	4676	5294
469	4686	5284
470	4698	5277
471	4708	5267
472	4719	5257
473	4728	5247
474	4739	5238
475	4749	5228
476	4759	5218
477	4769	5208
478	4779	5198
479	4789	5188
480	4798	5177
481	4808	5167
482	4818	5157
483	4827	5146
484	4838	5137
485	4848	5127
486	4858	5117
487	4868	5107
488	4878	5097
489	4888	5087
490	4898	5077
491	4908	5068
492	4918	5058
493	4928	5048
494	4938	5038
495	4949	5029
496	4958	5018
497	4967	5007
498	4978	4998
499	4987	4987
500	4997	4977
501	5005	4965
502	5015	4955
503	5025	4945
504	5035	4935
505	5044	4925
506	5053	4914
507	5063	4903
508	5073	4893
509	5081	4882
510	5091	4871
511	5101	4862
512	5110	4851
513	5119	4840
514	5128	4830
515	5138	4820
516	5148	4810
517	5157	4799
518	5167	4789
519	5177	4778
520	5186	4768
521	5196	4758
522	5206	4748
523	5216	4738
524	5228	4730
525	5239	4721
526	5249	4711
527	5259	4701
528	5268	4690
529	5278	4680
530	5287	4669
531	5297	4659
532	5306	4649
533	5315	4638
534	5325	4628
535	5335	4618
536	5344	4608
537	5355	4598
538	5365	4588
539	5375	4578
540	5385	4568
541	5394	4558
542	5403	4548
543	5413	4537
544	5423	4527
545	5434	4518
546	5444	4509
547	5455	4499
548	5466	4490
549	5475	4480
550	5486	4470
551	5496	4460
552	5504	4449
553	5514	4439
554	5524	4429
555	5533	4419
556	5543	4409
557	5553	4399
558	5562	4388
559	5571	4377
560	5581	4367
561	5590	4357
562	5599	4346
563	5609	4336
564	5619	4326
565	5629	4316
566	5640	4307
567	5650	4297
568	5659	4286
569	5669	4276
570	5678	4266
571	5688	4256
572	5699	4246
573	5709	4237
574	5719	4227
575	5731	4219
576	5741	4209
577	5751	4199
578	5761	4189
579	5770	4178
580	5781	4169
581	5791	4159
582	5801	4149
583	5811	4139
584	5822	4130
585	5831	4120
586	5842	4110
587	5852	4100
588	5863	4091
589	5874	4082
590	5884	4072
591	5894	4062
592	5904	4052
593	5914	4042
594	5924	4032
595	5934	4022
596	5945	4013
597	5955	4003
598	5966	3994
599	5976	3984
600	5985	3973
601	5994	3963
602	6004	3953
603	6014	3943
604	6024	3933
605	6035	3923
606	6045	3913
607	6055	3904
608	6064	3893
609	6074	3883
610	6084	3873
611	6094	3863
612	6103	3853
613	6113	3843
614	6122	3832
615	6132	3822
616	6141	3812
617	6150	3801
618	6160	3791
619	6175	3785
620	6186	3775
621	6196	3765
622	6206	3755
623	6217	3746
624	6228	3736
625	6237	3726
626	6247	3716
627	6257	3706
628	6267	3696
629	6276	3686
630	6286	3676
631	6296	3666
632	6305	3655
633	6315	3646
634	6325	3635
635	6334	3625
636	6344	3615
637	6354	3605
638	6364	3595
639	6374	3585
640	6384	3575
641	6394	3565
642	6404	3555
643	6414	3545
644	6424	3535
645	6435	3526
646	6445	3516
647	6455	3506
648	6466	3497
649	6476	3487
650	6487	3477
651	6497	3468
652	6507	3458
653	6518	3448
654	6527	3438
655	6537	3428
656	6548	3418
657	6558	3408
658	6568	3398
659	6578	3388
660	6589	3379
661	6600	3369
662	6610	3359
663	6620	3349
664	6630	3339
665	6639	3329
666	6650	3320
667	6661	3310
668	6671	3300
669	6681	3290
670	6691	3281
671	6701	3271
672	6712	3261
673	6722	3251
674	6732	3241
675	6743	3231
676	6753	3221
677	6762	3211
678	6772	3201
679	6782	3191
680	6792	3181
681	6802	3171
682	6812	3161
683	6822	3151
684	6832	3142
685	6842	3131
686	6852	3122
687	6862	3112
688	6872	3102
689	6882	3092
690	6892	3082
691	6902	3072
692	6912	3062
693	6922	3052
694	6933	3042
695	6943	3032
696	6954	3023
697	6964	3013
698	6974	3003
699	6984	2993
700	6994	2983
701	7004	2973
702	7014	2963
703	7024	2953
704	7034	2943
705	7044	2933
706	7054	2923
707	7064	2913
708	7074	2903
709	7083	2893
710	7093	2883
711	7102	2873
712	7112	2863
713	7122	2853
714	7132	2842
715	7142	2832
716	7152	2823
717	7161	2812
718	7171	2802
719	7180	2792
720	7192	2783
721	7202	2773
722	7211	2762
723	7220	2752
724	7231	2743
725	7241	2733
726	7251	2723
727	7261	2713
728	7271	2703
729	7281	2693
730	7290	2682
731	7300	2672
732	7310	2662
733	7319	2652
734	7328	2642
735	7337	2632
736	7347	2621
737	7357	2612
738	7367	2602
739	7377	2592
740	7387	2581
741	7396	2571
742	7407	2562
743	7417	2552
744	7426	2542
745	7436	2532
746	7447	2522
747	7457	2512
748	7466	2501
749	7475	2491
750	7486	2482
751	7496	2472
752	7506	2462
753	7515	2452
754	7525	2442
755	7535	2431
756	7545	2421
757	7555	2412
758	7564	2401
759	7573	2391
760	7583	2381
761	7593	2371
762	7603	2361
763	7612	2351
764	7622	2341
765	7633	2331
766	7645	2322
767	7656	2312
768	7665	2302
769	7675	2292
770	7685	2282
771	7695	2272
772	7704	2262
773	7714	2252
774	7724	2242
775	7734	2232
776	7743	2222
777	7754	2212
778	7763	2202
779	7773	2192
780	7783	2182
781	7793	2172
782	7802	2162
783	7812	2152
784	7822	2142
785	7832	2132
786	7842	2122
787	7852	2112
788	7863	2102
789	7873	2092
790	7884	2083
791	7895	2073
792	7905	2063
793	7915	2053
794	7925	2043
795	7936	2034
796	7947	2024
797	7957	2014
798	7967	2004
799	7977	1994
800	7987	1984
801	7997	1974
802	8007	1964
803	8016	1954
804	8025	1944
805	8035	1933
806	8045	1924
807	8054	1914
808	8064	1904
809	8075	1894
810	8084	1884
811	8095	1874
812	8105	1864
813	8115	1854
814	8126	1844
815	8136	1834
816	8146	1824
817	8155	1814
818	8166	1804
819	8176	1794
820	8187	1785
821	8198	1775
822	8208	1765
823	8219	1755
824	8228	1745
825	8239	1735
826	8249	1725
827	8258	1715
828	8268	1705
829	8277	1695
830	8286	1685
831	8296	1675
832	8307	1665
833	8317	1655
834	8327	1645
835	8336	1635
836	8347	1625
837	8357	1615
838	8367	1605
839	8377	1595
840	8387	1585
841	8398	1575
842	8407	1565
843	8417	1555
844	8428	1546
845	8438	1536
846	8447	1525
847	8458	1516
848	8468	1506
849	8477	1496
850	8487	1486
851	8498	1476
852	8507	1466
853	8517	1456
854	8527	1446
855	8538	1436
856	8548	1426
857	8558	1416
858	8567	1406
859	8577	1396
860	8587	1386
861	8597	1376
862	8607	1366
863	8616	1356
864	8625	1346
865	8636	1336
866	8645	1326
867	8655	1316
868	8664	1306
869	8675	1296
870	8684	1286
871	8694	1276
872	8704	1266
873	8713	1256
874	8722	1246
875	8731	1236
876	8740	1225
877	8750	1215
878	8760	1205
879	8769	1195
880	8777	1185
881	8787	1175
882	8796	1165
883	8805	1155
884	8814	1145
885	8824	1135
886	8834	1125
887	8844	1115
888	8854	1105
889	8864	1095
890	8874	1085
891	8884	1075
892	8894	1065
893	8904	1055
894	8914	1045
895	8924	1035
896	8933	1025
897	8943	1015
898	8952	1005
899	8962	995
900	8971	985
901	8981	975
902	8991	965
903	9001	955
904	9010	945
905	9020	935
906	9030	925
907	9039	915
908	9048	905
909	9058	895
910	9068	885
911	9077	875
912	9087	865
913	9096	855
914	9112	846
915	9122	836
916	9131	826
917	9141	816
918	9152	806
919	9162	796
920	9174	786
921	9183	776
922	9193	766
923	9203	757
924	9213	747
925	9223	737
926	9233	727
927	9242	717
928	9252	707
929	9261	697
930	9271	687
931	9281	677
932	9290	667
933	9299	657
934	9309	647
935	9318	637
936	9327	627
937	9336	617
938	9346	607
939	9355	597
940	9365	587
941	9374	577
942	9384	567
943	9393	557
944	9403	547
945	9413	537
946	9422	527
947	9432	517
948	9441	507
949	9450	497
950	9460	487
951	9470	477
952	9479	467
953	9489	457
954	9499	447
955	9509	437
956	9518	427
957	9527	417
958	9536	407
959	9546	397
960	9555	387
961	9565	377
962	9576	367
963	9585	357
964	9595	348
965	9604	338
966	9614	328
967	9625	318
968	9634	308
969	9645	298
970	9655	288
971	9664	278
972	9674	268
973	9684	258
974	9694	248
975	9703	238
976	9713	228
977	9722	218
978	9731	208
979	9740	198
980	9749	188
981	9758	178
982	9768	168
983	9777	158
984	9787	149
985	9796	139
986	9806	129
987	9816	119
988	9825	109
989	9835	99
990	9844	89
991	9854	79
992	9864	69
993	9874	59
994	9884	49
995	9894	39
996	9904	29
997	9914	19
998	9924	9
999	9933	0
