iter	Logloss
223	0.4181721177
224	0.4180969748
225	0.4180183151
226	0.4178944699
227	0.4177958941
228	0.4176884045
229	0.4175275046
230	0.4174057423
231	0.4172694972
232	0.417136248
233	0.4170358785
234	0.4169105788
235	0.4167307939
236	0.4165816554
237	0.4164926329
238	0.4164083614
239	0.4163435329
240	0.4162285284
241	0.4161495609
242	0.4160355319
243	0.4158473987
244	0.4156832828
245	0.4156128507
246	0.4155330323
247	0.4153966612
248	0.415319757
249	0.4152098508
250	0.4150420214
251	0.414966323
252	0.4148883125
253	0.4147551567
254	0.4146899399
255	0.4145904706
256	0.4145003478
257	0.4143958458
258	0.4143006165
259	0.4141427927
260	0.414005387
261	0.4138328179
262	0.4137503573
263	0.4136518772
264	0.4135494992
265	0.4134510298
266	0.413371576
267	0.4132691846
268	0.4131919605
269	0.4131006034
270	0.4129859552
271	0.41279637
272	0.4126110771
273	0.4124535397
274	0.4123246328
275	0.4122206663
276	0.4121485599
277	0.4120075411
278	0.4118879713
279	0.4117530754
280	0.411682087
281	0.4115968129
282	0.4115224696
283	0.4114097366
284	0.411316318
285	0.4112253192
286	0.4110971204
287	0.4110181712
288	0.4109136284
289	0.4108517138
290	0.4107655353
291	0.4106086877
292	0.410490603
293	0.4102721211
294	0.4101677134
295	0.4100768307
296	0.409944023
297	0.4098652234
298	0.4097260109
299	0.4096386883
300	0.4095282185
301	0.4094082369
302	0.4093379387
303	0.4092080235
304	0.4090372077
305	0.4089128873
306	0.4087290822
307	0.4086228077
308	0.4085350751
309	0.4084697906
310	0.4083904037
311	0.4082573437
312	0.4082095295
313	0.4081087494
314	0.4080297996
315	0.4079537686
316	0.4078473067
317	0.4077617869
318	0.4075967749
319	0.4074535627
320	0.4073203468
321	0.4071714764
322	0.407027674
323	0.4069570549
324	0.4068069712
325	0.4066798248
326	0.4065858182
327	0.4064372978
328	0.4063074843
329	0.4062203015
330	0.4061140896
331	0.4060070511
332	0.4059496181
333	0.4058337164
334	0.4056766148
335	0.4055805846
336	0.4054954372
337	0.4053648427
338	0.4052476977
339	0.4051461759
340	0.4050267269
341	0.4048840125
342	0.4048188464
343	0.4047326399
344	0.4046178051
345	0.4045571977
346	0.4044449199
347	0.4043495866
348	0.4042430381
349	0.4041171584
350	0.4039722545
351	0.4038333631
352	0.4037177636
353	0.4035809811
354	0.4034401915
355	0.4033594703
356	0.403307083
357	0.403198392
358	0.4031000789
359	0.4029772883
360	0.4029139015
361	0.4028563648
362	0.4027607651
363	0.4026486919
364	0.4024725673
365	0.4022701773
366	0.4021764867
367	0.4021013199
368	0.4019912043
369	0.4019127982
370	0.4017953336
371	0.4016980977
372	0.4015796321
373	0.4013501325
374	0.40123748
375	0.4011362576
376	0.4010673953
377	0.4010042399
378	0.4009043978
379	0.4007844976
380	0.4006890001
381	0.4005675735
382	0.4004060807
383	0.4002520579
384	0.4001803311
385	0.4001068733
386	0.399925738
387	0.3998394363
388	0.399755342
389	0.3996671069
390	0.3995866643
391	0.3994571375
392	0.3993533112
393	0.3992386416
394	0.3991616804
395	0.3990188945
396	0.3989447973
397	0.3988173524
398	0.3987250561
399	0.3986706233
400	0.3985746535
401	0.3985192243
402	0.398420035
403	0.3982833955
404	0.3981726658
405	0.398082201
406	0.3979787044
407	0.3978539676
408	0.3977786077
409	0.3976450707
410	0.3975453197
411	0.3974136762
412	0.3972852127
413	0.3972043844
414	0.3971045324
415	0.396973234
416	0.3968724414
417	0.3967738928
418	0.3966963265
419	0.3965962852
420	0.3964494211
421	0.3963889907
422	0.3962971962
423	0.3961940378
424	0.3961295577
425	0.396002655
426	0.3959288467
427	0.3958249271
428	0.3957617719
429	0.3956648729
430	0.3955986159
431	0.3954931265
432	0.3954312723
433	0.3953027468
434	0.3952198621
435	0.395146614
436	0.3950370809
437	0.3949373925
438	0.3948293129
439	0.3947523211
440	0.3946585052
441	0.394581458
442	0.3945030295
443	0.3944450945
444	0.3943428066
445	0.3942819189
446	0.3942189992
447	0.3941139243
448	0.3940366585
449	0.3938747445
450	0.3938015628
451	0.39372701
452	0.3936407224
453	0.3935706886
454	0.3934684077
455	0.3934259752
456	0.3933456129
457	0.3932800263
458	0.3931550708
459	0.3930978362
460	0.3930154608
461	0.3929576438
462	0.3929021601
463	0.3928117672
464	0.3927059967
465	0.3926097474
466	0.3925214474
467	0.3923242984
468	0.3922768474
469	0.3921789758
470	0.3920877451
471	0.3920132537
472	0.3919538875
473	0.3918686339
474	0.3917885143
475	0.3917089017
476	0.3916078823
477	0.391520867
478	0.3914431573
479	0.3913299459
480	0.3912558145
481	0.3911629069
482	0.3910865776
483	0.3910021801
484	0.3909116053
485	0.3908097174
486	0.3907404157
487	0.3906930827
488	0.3905814557
489	0.390521022
490	0.3903860838
491	0.390308514
492	0.3901924507
493	0.3901013094
494	0.389989169
495	0.3898934382
496	0.3898150142
497	0.3897455879
498	0.3896405871
499	0.3895694976
500	0.389510908
501	0.389448142
502	0.3893406511
503	0.3892494699
504	0.3891912161
505	0.3891256495
506	0.3890320353
507	0.3889264974
508	0.3888526287
509	0.3888283358
510	0.3887326572
511	0.3886690305
512	0.3886073043
513	0.3885009219
514	0.3883705481
515	0.3882560971
516	0.3882133617
517	0.38814801
518	0.3880858041
519	0.3879724128
520	0.3879131655
521	0.3878327167
522	0.3877740684
523	0.3876896909
524	0.3875894665
525	0.387470546
526	0.3873758242
527	0.3872937602
528	0.3872351115
529	0.3871265189
530	0.3870703455
531	0.3869544419
532	0.3868885957
533	0.3868436946
534	0.3867607504
535	0.3867205126
536	0.3866414444
537	0.3865226178
538	0.3863903805
539	0.3862785253
540	0.3862075676
541	0.3861394268
542	0.3861006507
543	0.3860334729
544	0.3859649675
545	0.3857993033
546	0.3856846318
547	0.3855774879
548	0.3855027132
549	0.3854475675
550	0.3853271868
551	0.3852418324
552	0.3851670725
553	0.3850617197
554	0.3850034594
555	0.384893909
556	0.3848177546
557	0.3847326534
558	0.3846502198
559	0.3845731453
560	0.3844980551
561	0.3844025493
562	0.3843647788
563	0.384251093
564	0.3841900827
565	0.384069723
566	0.384010208
567	0.3839603429
568	0.3839286581
569	0.383863806
570	0.3837960265
571	0.3836553665
572	0.3835645859
573	0.3834454826
574	0.3833814394
575	0.3833198697
576	0.3832786655
577	0.3831642891
578	0.3830799536
579	0.3830398272
580	0.3829283472
581	0.3828615059
582	0.3828026223
583	0.3827277381
584	0.3826708978
585	0.3825649312
586	0.3824767246
587	0.3824102901
588	0.3823388203
589	0.3822210169
590	0.3821186957
591	0.3820241472
592	0.3819567496
593	0.3818994105
594	0.381818458
595	0.3817264871
596	0.3816733018
597	0.3815738781
598	0.3814794944
599	0.3813992728
600	0.3813049282
601	0.3812477441
602	0.3811576337
603	0.3810522569
604	0.3809670854
605	0.3808666951
606	0.3807967329
607	0.3806861148
608	0.3806324991
609	0.3805258503
610	0.3804405103
611	0.3803598961
612	0.3802834907
613	0.3802475748
614	0.3801646059
615	0.3801043292
616	0.3800085933
617	0.3799658053
618	0.3798757416
619	0.3797559005
620	0.3797104346
621	0.3796500493
622	0.379573555
623	0.37949375
624	0.3793256662
625	0.3792667002
626	0.3791876382
627	0.3791498097
628	0.3790958704
629	0.3790474244
630	0.3789585333
631	0.3788489191
632	0.3788030054
633	0.3787352124
634	0.378673344
635	0.3785799151
636	0.3785239242
637	0.378398029
638	0.3783187892
639	0.3782190382
640	0.3781436853
641	0.3780387176
642	0.3779862375
643	0.3778862109
644	0.3777887082
645	0.3776818631
646	0.3775601446
647	0.3774533883
648	0.3773612508
649	0.3772801746
650	0.3771870939
651	0.3771031604
652	0.377016354
653	0.3769445735
654	0.3768674112
655	0.376812073
656	0.3766885561
657	0.3766206218
658	0.376526029
659	0.3764530939
660	0.3763637214
661	0.3762368723
662	0.3761439778
663	0.3760818413
664	0.3759796329
665	0.3759189934
666	0.3758114953
667	0.3757315198
668	0.3756518189
669	0.3755957009
670	0.3754683451
671	0.3753866732
672	0.3753126227
673	0.3752087121
674	0.3751340434
675	0.3750331587
676	0.3749676094
677	0.3748948882
678	0.3748129932
679	0.3747332949
680	0.3746481294
681	0.3745912326
682	0.3745105493
683	0.3744065237
684	0.3743290262
685	0.3742764792
686	0.3742019048
687	0.3741208045
688	0.3740485278
689	0.3739788723
690	0.3738918073
691	0.3737840921
692	0.3737089718
693	0.3735878994
694	0.3735130036
695	0.3734295832
696	0.3733421165
697	0.373294877
698	0.3732412134
699	0.3731092373
700	0.372987975
701	0.3728962171
702	0.3728099027
703	0.3727417133
704	0.3726761961
705	0.3726333858
706	0.3725674909
707	0.3724615314
708	0.3723682951
709	0.3722901065
710	0.3722073855
711	0.3721629632
712	0.3720711638
713	0.3719844624
714	0.371881903
715	0.3717701594
716	0.3717002447
717	0.3716436544
718	0.3715644804
719	0.3715340965
720	0.3715004044
721	0.3714345864
722	0.3713607055
723	0.3712772613
724	0.3712226336
725	0.3711344075
726	0.3710659211
727	0.3709814104
728	0.3709134035
729	0.370810239
730	0.3707533309
731	0.3706276128
732	0.3705598178
733	0.3705226785
734	0.3704532248
735	0.3704128624
736	0.3703414254
737	0.3702062405
738	0.3701438494
739	0.3700970991
740	0.3699719479
741	0.3699304
742	0.369803855
743	0.3697543106
744	0.3696792516
745	0.36951799
746	0.3694334955
747	0.3693671653
748	0.3693026318
749	0.369235074
750	0.3691473362
751	0.3690328334
752	0.3689681358
753	0.3689024702
754	0.368800074
755	0.3687568394
756	0.3686551214
757	0.3685895143
758	0.3684990873
759	0.3684197919
760	0.3683472739
761	0.3682841083
762	0.3682108394
763	0.3681395669
764	0.3680800992
765	0.3679533621
766	0.3678510616
767	0.3677479422
768	0.3676901442
769	0.3676423344
770	0.3675662621
771	0.3675070763
772	0.3674609424
773	0.3674255579
774	0.3673498879
775	0.3672996051
776	0.3672341214
777	0.3671471012
778	0.3671175525
779	0.3670391658
780	0.3669239987
781	0.3668366498
782	0.3667873018
783	0.3667007638
784	0.3666605051
785	0.3666078719
786	0.3664999334
787	0.3664220115
788	0.3663325076
789	0.3662632671
790	0.366185539
791	0.3661284626
792	0.3659935817
793	0.3659385728
794	0.3658857343
795	0.3658179999
796	0.3657356748
797	0.3656638234
798	0.3656179324
799	0.3655376435
800	0.3655002101
801	0.3654196492
802	0.3653209497
803	0.3652763604
804	0.3652202531
805	0.3651801374
806	0.3651310704
807	0.3650737809
808	0.3649795415
809	0.3649137885
810	0.3648261709
811	0.3647434167
812	0.3646924584
813	0.3646185663
814	0.3645397165
815	0.364473771
816	0.3644180995
817	0.3643604137
818	0.3642705164
819	0.3642301018
820	0.3641208468
821	0.3640391566
822	0.3639829057
823	0.3638855569
824	0.3638217802
825	0.363685601
826	0.3635906101
827	0.3635384007
828	0.3634946778
829	0.3634525452
830	0.3633628885
831	0.3632750836
832	0.3631864519
833	0.3630817866
834	0.3630077356
835	0.362940123
836	0.362882975
837	0.362761838
838	0.3627136684
839	0.3626279023
840	0.3625492486
841	0.3624661748
842	0.3624128904
843	0.3623507319
844	0.3622514614
845	0.3621967656
846	0.3621637843
847	0.3620637474
848	0.3619786646
849	0.3619107758
850	0.3618618492
851	0.3617502148
852	0.3617244509
853	0.3616821925
854	0.3616036685
855	0.3615189375
856	0.3614760185
857	0.3614092006
858	0.3613501331
859	0.3612183098
860	0.3611796404
861	0.3610836706
862	0.3610431666
863	0.3609931361
864	0.3609429513
865	0.3608545982
866	0.3607911415
867	0.3606981771
868	0.3606136759
869	0.3605334263
870	0.3604358326
871	0.3603838797
872	0.3602687739
873	0.3602103843
874	0.3601357917
875	0.3600932802
876	0.3600517227
877	0.3599894365
878	0.3599538581
879	0.3598809428
880	0.3598266748
881	0.3597470691
882	0.3596699449
883	0.3595906187
884	0.3595205728
885	0.359457746
886	0.3593774235
887	0.3593371477
888	0.3592498076
889	0.3591181308
890	0.3590237598
891	0.3589550559
892	0.3588624491
893	0.358729852
894	0.3586610164
895	0.3585707219
896	0.3585351689
897	0.3584935589
898	0.3584384425
899	0.3583144081
900	0.3582685002
901	0.3582112557
902	0.3581631069
903	0.3581088136
904	0.3580578554
905	0.3580024512
906	0.3579023279
907	0.3578262256
908	0.3577888227
909	0.3577186181
910	0.3576508904
911	0.3575873232
912	0.3575176014
913	0.357457237
914	0.3573482263
915	0.3572948613
916	0.3572484966
917	0.3571532512
918	0.3570974333
919	0.3570528464
920	0.3569906289
921	0.3569123137
922	0.35681866
923	0.3567714555
924	0.3567095436
925	0.3566189679
926	0.3565346572
927	0.356462677
928	0.3563801112
929	0.3563350991
930	0.3562277271
931	0.356118021
932	0.3560765449
933	0.3560178417
934	0.355933539
935	0.3558799512
936	0.3558168485
937	0.3557511925
938	0.3556601638
939	0.3556158015
940	0.3555234523
941	0.3554868651
942	0.3554366256
943	0.3554028911
944	0.3553240529
945	0.3552681121
946	0.3551792833
947	0.3551139323
948	0.3550238868
949	0.3549540298
950	0.354885321
951	0.3548302053
952	0.3547742365
953	0.354693957
954	0.3546054932
955	0.3545243497
956	0.3544433246
957	0.3543884811
958	0.3543461435
959	0.3542413962
960	0.3542028209
961	0.3540828363
962	0.354028697
963	0.3539746187
964	0.3539343315
965	0.3538812759
966	0.3538251943
967	0.3537043166
968	0.35366438
969	0.3535750909
970	0.3534683602
971	0.3533526805
972	0.353328816
973	0.3532487939
974	0.353163425
975	0.3531018481
976	0.3530349502
977	0.3529697929
978	0.3528498849
979	0.3527964269
980	0.352705929
981	0.3526688877
982	0.3525952555
983	0.3525428426
984	0.3524201203
985	0.3523576375
986	0.3522721821
987	0.3522143629
988	0.3521482506
989	0.3520632883
990	0.3520066163
991	0.3519581255
992	0.3518405016
993	0.3517925399
994	0.3517394059
995	0.3516892663
996	0.3516149891
997	0.3515871554
998	0.3515099766
999	0.3514590253
